pageid,revid,rating,quality_score,userContrib,grammar,userID,timestamp,contribQuality
41019297,580714743,Start,0.28,85.08,46.0,93143.0,2013-11-08T05:57:29Z,23.82
33057972,590398167,Start,0.28,3.6,16.0,18871744.0,2014-01-12T19:19:22Z,1.01
1701900,594983727,Start,0.28,4.17,96.0,114250.0,2014-02-11T14:46:23Z,1.17
43204878,619906378,Stub,0.1,30.49,58.0,11554556.0,2014-08-05T02:58:22Z,3.05
44476727,634974575,Stub,0.1,8.37,2.0,17175981.0,2014-11-22T15:55:40Z,0.84
1352651,72044974,Stub,0.1,0.85,3.0,1219.0,2006-08-26T18:46:29Z,0.08
123561,74850523,Start,0.28,0.43,8.0,210255.0,2006-09-10T05:09:53Z,0.12
1352117,87206275,Start,0.28,0.77,25.0,146726.0,2006-11-11T21:18:40Z,0.22
3149805,100494434,Stub,0.1,12.29,19.0,104523.0,2007-01-13T19:41:20Z,1.23
8738560,108047796,Stub,0.1,0.3,10.0,553121.0,2007-02-14T10:48:41Z,0.03
9583246,112910849,Start,0.28,0.53,21.0,444875.0,2007-03-05T22:08:19Z,0.15
5454017,144916430,Start,0.28,0.32,17.0,748161.0,2007-07-16T02:43:22Z,0.09
12437895,147184866,Stub,0.1,3.01,19.0,4370225.0,2007-07-26T08:34:52Z,0.3
559416,151588545,Start,0.28,1.33,12.0,1241000.0,2007-08-16T12:05:39Z,0.37
3629033,152617150,Stub,0.1,1.22,17.0,1396480.0,2007-08-21T03:11:58Z,0.12
13418956,160092217,Stub,0.1,15.59,5.0,1476295.0,2007-09-24T20:08:32Z,1.56
4675605,162967609,Stub,0.1,3.1,52.0,492098.0,2007-10-07T23:16:24Z,0.31
10747917,174429033,Stub,0.1,3.8,15.0,24902.0,2007-11-28T19:21:54Z,0.38
16651496,201729439,Start,0.28,1.21,3.0,445466.0,2008-03-29T02:37:51Z,0.34
5355527,224048005,Stub,0.1,1.75,59.0,7178666.0,2008-07-07T02:13:32Z,0.18
19002210,233841271,Stub,0.1,28.51,15.0,5277842.0,2008-08-24T01:23:52Z,2.85
4952984,239970748,Stub,0.1,2.3,9.0,1979668.0,2008-09-21T10:11:31Z,0.23
18151239,252062706,Stub,0.1,0.11,10.0,4080342.0,2008-11-16T00:51:06Z,0.01
3189811,268371289,Start,0.28,2.46,8.0,8066546.0,2009-02-04T00:36:34Z,0.69
4022586,273178060,Stub,0.1,0.43,22.0,9046672.0,2009-02-25T12:40:18Z,0.04
21868446,275738469,Start,0.28,3.3,9.0,6827.0,2009-03-08T03:50:19Z,0.92
2189602,276640077,Stub,0.1,1.0,26.0,6917606.0,2009-03-12T00:36:17Z,0.1
11225959,278020400,Stub,0.1,3.73,12.0,131372.0,2009-03-18T02:43:58Z,0.37
22654943,287927941,Stub,0.1,0.02,3.0,33566.0,2009-05-04T21:36:10Z,0.0
9495316,293770485,Start,0.28,6.09,3.0,251289.0,2009-06-01T18:47:05Z,1.71
18475912,305575441,Stub,0.1,12.33,27.0,222511.0,2009-08-02T04:09:38Z,1.23
22386158,333535666,Start,0.28,3.16,6.0,682678.0,2009-12-23T11:47:07Z,0.88
26277851,345343745,Stub,0.1,7.33,4.0,135321.0,2010-02-21T03:33:23Z,0.73
27107095,358247866,Stub,0.1,44.13,0.0,1276024.0,2010-04-25T18:29:54Z,4.41
3635789,410679103,Stub,0.1,2.17,3.0,11292982.0,2011-01-29T02:05:41Z,0.22
31252436,420011252,Stub,0.1,9.56,6.0,160716.0,2011-03-21T18:45:12Z,0.96
32097092,434471521,Stub,0.1,3.32,29.0,6758766.0,2011-06-15T20:35:13Z,0.33
23442111,467932379,Stub,0.1,18.48,22.0,753665.0,2011-12-27T16:29:07Z,1.85
24075797,474191437,Stub,0.1,13.9,29.0,1725149.0,2012-01-31T10:50:15Z,1.39
27735508,534259968,Stub,0.1,14.74,8.0,222607.0,2013-01-22T01:58:53Z,1.47
39142152,555147691,Stub,0.1,0.12,1.0,6076234.0,2013-05-15T01:42:45Z,0.01
35456444,561490594,Stub,0.1,0.87,36.0,18851552.0,2013-06-25T09:36:47Z,0.09
6074637,588053618,Stub,0.1,6.47,9.0,6547367.0,2013-12-28T10:50:31Z,0.65
44291005,632340489,Stub,0.1,7.06,5.0,20157.0,2014-11-03T22:31:42Z,0.71
44585660,636508787,Stub,0.1,16.33,7.0,6393684.0,2014-12-03T20:50:01Z,1.63
4373885,67767089,Stub,0.1,0.1,28.0,389639.0,2006-08-05T04:05:30Z,0.01
1498884,74052649,Start,0.28,0.38,10.0,226735.0,2006-09-06T01:40:33Z,0.11
9635888,113562081,Stub,0.1,2.5,18.0,2278355.0,2007-03-08T12:57:53Z,0.25
9072144,139789112,Start,0.28,3.14,19.0,507227.0,2007-06-22T00:21:26Z,0.88
969641,170545380,Start,0.28,4.56,62.0,2031364.0,2007-11-10T14:16:28Z,1.28
15552460,188579937,Stub,0.1,5.08,21.0,2665896.0,2008-02-02T11:39:44Z,0.51
15578680,188891583,Start,0.28,5.07,3.0,291884.0,2008-02-03T21:55:55Z,1.42
17164161,213061024,Stub,0.1,4.09,8.0,1324179.0,2008-05-17T16:12:23Z,0.41
5026481,241629375,Stub,0.1,1.77,16.0,5466012.0,2008-09-28T21:53:15Z,0.18
20445771,255215863,Stub,0.1,1.19,8.0,107928.0,2008-12-01T15:39:30Z,0.12
20849376,260238592,Stub,0.1,1.92,17.0,1004607.0,2008-12-26T22:58:30Z,0.19
20989673,262512012,Start,0.28,8.66,10.0,5277842.0,2009-01-07T12:14:47Z,2.42
21127202,264588276,Stub,0.1,15.53,11.0,2842084.0,2009-01-17T01:52:47Z,1.55
22235232,281060981,Stub,0.1,7.57,7.0,338839.0,2009-04-01T11:51:41Z,0.76
16873020,294630179,Stub,0.1,1.26,25.0,1215485.0,2009-06-05T19:18:49Z,0.13
22241359,304434025,Stub,0.1,2.56,12.0,1215485.0,2009-07-27T07:19:43Z,0.26
24838571,322096109,Start,0.28,36.07,45.0,547500.0,2009-10-26T08:19:16Z,10.1
24987308,324323665,Stub,0.1,5.54,13.0,9089258.0,2009-11-06T19:06:46Z,0.55
22976352,338695312,Stub,0.1,4.83,16.0,7320905.0,2010-01-19T05:01:15Z,0.48
7625330,347000979,Stub,0.1,8.98,31.0,9036255.0,2010-03-01T01:41:54Z,0.9
27859157,370285277,Stub,0.1,16.01,23.0,3715393.0,2010-06-26T18:34:25Z,1.6
28208353,376367296,Stub,0.1,10.61,1.0,528187.0,2010-07-31T03:30:17Z,1.06
590530,380678330,Stub,0.1,1.53,62.0,7695308.0,2010-08-24T10:11:18Z,0.15
21460449,383559392,Stub,0.1,7.98,16.0,7801357.0,2010-09-08T01:16:42Z,0.8
21205842,403135607,Start,0.28,12.76,17.0,4261.0,2010-12-19T06:10:57Z,3.57
30911356,414438174,Stub,0.1,9.11,33.0,6641053.0,2011-02-17T14:34:48Z,0.91
31375770,422122275,Stub,0.1,0.98,1.0,2796168.0,2011-04-03T10:42:32Z,0.1
32212524,436271508,Stub,0.1,40.11,9.0,2842084.0,2011-06-26T03:58:32Z,4.01
28030952,447609585,Stub,0.1,6.04,3.0,11292982.0,2011-08-31T05:43:12Z,0.6
32642252,474677002,Stub,0.1,1.69,12.0,205121.0,2012-02-03T00:52:11Z,0.17
24127728,475749526,Stub,0.1,15.63,29.0,1725149.0,2012-02-08T12:24:52Z,1.56
36237712,499164068,Start,0.28,4.0,20.0,11969601.0,2012-06-24T17:44:53Z,1.12
36653350,508090747,C,0.46,4.29,9.0,1372173.0,2012-08-19T05:56:24Z,1.97
38451226,537049136,Stub,0.1,17.89,12.0,1294969.0,2013-02-07T13:16:46Z,1.79
36356112,540109665,Stub,0.1,5.51,10.0,15996738.0,2013-02-24T18:18:57Z,0.55
14933632,541465649,Start,0.28,7.19,3.0,6569922.0,2013-03-01T08:26:34Z,2.01
40258918,579675064,Stub,0.1,16.48,5.0,11554556.0,2013-10-31T23:24:59Z,1.65
7680204,584844817,Stub,0.1,4.5,17.0,4015543.0,2013-12-06T13:52:56Z,0.45
41690209,591512685,Stub,0.1,6.08,1.0,7516815.0,2014-01-20T04:14:36Z,0.61
41212763,602492033,Stub,0.1,9.31,44.0,1215485.0,2014-04-02T23:43:45Z,0.93
42597746,607841130,Stub,0.1,0.19,12.0,3107162.0,2014-05-09T23:33:52Z,0.02
120236,55490243,Start,0.28,8.97,13.0,433328.0,2006-05-27T23:40:11Z,2.51
4962008,69410900,Stub,0.1,0.42,52.0,82835.0,2006-08-13T16:49:50Z,0.04
3181630,111117935,Stub,0.1,1.32,10.0,2230472.0,2007-02-26T18:03:07Z,0.13
1399023,121768659,Stub,0.1,0.41,7.0,3908191.0,2007-04-10T20:40:16Z,0.04
13188270,169158890,Stub,0.1,1.21,64.0,3961223.0,2007-11-04T14:36:35Z,0.12
6335890,173271447,Stub,0.1,10.29,6.0,1739907.0,2007-11-23T12:32:24Z,1.03
3183331,186438939,Stub,0.1,13.16,5.0,95756.0,2008-01-23T22:20:30Z,1.32
13175522,198571104,Stub,0.1,1.6,12.0,3035831.0,2008-03-16T05:23:19Z,0.16
19022103,234081140,Stub,0.1,24.91,14.0,5277842.0,2008-08-25T05:34:15Z,2.49
19087922,234977957,B,0.64,13.08,81.0,7740162.0,2008-08-29T12:50:39Z,8.37
19294265,238049115,Stub,0.1,27.36,6.0,735937.0,2008-09-13T00:40:56Z,2.74
6938916,239824585,Stub,0.1,6.19,17.0,2174319.0,2008-09-20T18:00:24Z,0.62
11191832,251300765,Stub,0.1,1.68,9.0,7178666.0,2008-11-12T08:50:55Z,0.17
20157677,251941152,Stub,0.1,6.94,6.0,3450780.0,2008-11-15T10:52:40Z,0.69
10225130,268271220,Stub,0.1,3.26,2.0,2283104.0,2009-02-03T16:20:29Z,0.33
21406931,277273189,Start,0.28,43.06,11.0,1979668.0,2009-03-14T22:34:57Z,12.06
15682970,296201169,Start,0.28,6.96,7.0,346507.0,2009-06-13T17:44:16Z,1.95
17179018,296755877,Stub,0.1,2.72,21.0,8260451.0,2009-06-16T13:47:03Z,0.27
24164817,311157862,Stub,0.1,1.4,41.0,5115022.0,2009-08-31T21:44:11Z,0.14
25399767,331154085,Stub,0.1,2.1,5.0,1546014.0,2009-12-11T21:21:44Z,0.21
18711147,333763291,Stub,0.1,0.67,5.0,433328.0,2009-12-24T07:33:55Z,0.07
12338826,352499828,Stub,0.1,3.6,24.0,433328.0,2010-03-28T08:44:23Z,0.36
25653838,359137147,Stub,0.1,4.38,1.0,1951353.0,2010-04-29T21:30:36Z,0.44
27417029,363180976,Stub,0.1,13.9,11.0,9210971.0,2010-05-20T11:33:13Z,1.39
30236308,415294615,Stub,0.1,4.14,13.0,11308236.0,2011-02-22T09:44:47Z,0.41
32026660,433331507,Stub,0.1,14.42,16.0,14537986.0,2011-06-09T04:07:39Z,1.44
10984207,455432716,Stub,0.1,2.33,23.0,6338983.0,2011-10-13T20:59:01Z,0.23
27911832,464470407,Stub,0.1,9.03,22.0,6340161.0,2011-12-06T23:07:47Z,0.9
34340913,470687824,Stub,0.1,25.34,15.0,11279684.0,2012-01-10T21:58:51Z,2.53
34976611,480376603,Stub,0.1,18.03,16.0,3604604.0,2012-03-05T20:04:33Z,1.8
31347518,480727895,Stub,0.1,24.41,4.0,753665.0,2012-03-07T21:06:47Z,2.44
35431949,487077367,Stub,0.1,11.36,8.0,2308770.0,2012-04-12T22:18:50Z,1.14
35663252,489857283,Stub,0.1,6.45,4.0,6314613.0,2012-04-29T22:22:37Z,0.64
36056986,496288454,Stub,0.1,3.09,9.0,1294969.0,2012-06-06T15:37:17Z,0.31
36598607,505539583,Stub,0.1,6.22,2.0,264323.0,2012-08-03T06:49:16Z,0.62
5869498,508695995,Stub,0.1,2.56,5.0,4306158.0,2012-08-22T22:54:59Z,0.26
2145925,526523111,Stub,0.1,3.6,5.0,9056972.0,2012-12-05T14:41:56Z,0.36
20567435,545511255,Stub,0.1,1.31,4.0,6569922.0,2013-03-19T20:43:26Z,0.13
39511275,557208488,Stub,0.1,1.9,5.0,7611264.0,2013-05-28T18:30:28Z,0.19
3060966,573020169,Stub,0.1,4.15,6.0,754619.0,2013-09-15T14:05:48Z,0.42
40858784,578227941,Stub,0.1,57.99,6.0,15264806.0,2013-10-22T07:34:52Z,5.8
41677225,591284066,Stub,0.1,18.85,17.0,114828.0,2014-01-18T15:57:35Z,1.89
42944615,611238421,Stub,0.1,49.5,32.0,543047.0,2014-06-02T14:45:50Z,4.95
43951261,627083359,Stub,0.1,15.55,9.0,17079922.0,2014-09-25T22:00:45Z,1.56
328397,57465783,Start,0.28,0.07,20.0,228773.0,2006-06-08T02:31:59Z,0.02
2005829,70640710,Stub,0.1,1.88,8.0,1079367.0,2006-08-19T20:29:37Z,0.19
6859311,79355355,Stub,0.1,0.5,17.0,1332919.0,2006-10-03T23:54:58Z,0.05
5276857,89983686,Stub,0.1,2.11,11.0,1272127.0,2006-11-25T07:17:51Z,0.21
9367233,124476764,Stub,0.1,3.4,96.0,2128547.0,2007-04-20T22:28:19Z,0.34
6302724,128724585,Start,0.28,14.11,22.0,640429.0,2007-05-06T19:52:28Z,3.95
682573,148421069,Stub,0.1,0.67,12.0,2818447.0,2007-08-01T03:31:15Z,0.07
708994,196448347,Stub,0.1,2.42,11.0,245841.0,2008-03-07T02:57:33Z,0.24
13157084,219026349,Stub,0.1,6.28,22.0,4005189.0,2008-06-13T06:33:46Z,0.63
14079726,222691075,Stub,0.1,15.33,5.0,3723122.0,2008-06-30T17:16:23Z,1.53
18971524,233432747,Stub,0.1,28.77,15.0,5277842.0,2008-08-21T23:28:28Z,2.88
19028612,234175023,Stub,0.1,28.54,12.0,5277842.0,2008-08-25T17:52:31Z,2.85
19465614,240858536,Start,0.28,13.71,11.0,4091784.0,2008-09-25T09:05:55Z,3.84
4923958,247476859,Start,0.28,3.74,3.0,6163802.0,2008-10-24T22:31:07Z,1.05
17233108,252037987,Start,0.28,4.71,13.0,1392310.0,2008-11-15T22:24:06Z,1.32
20255369,272295865,Stub,0.1,0.69,18.0,8165010.0,2009-02-21T17:18:06Z,0.07
21160027,277103079,Start,0.28,50.56,10.0,1979668.0,2009-03-14T02:23:22Z,14.16
21824280,281463059,Start,0.28,11.02,11.0,1979668.0,2009-04-03T08:26:26Z,3.09
21886564,281518586,Start,0.28,57.65,9.0,1979668.0,2009-04-03T15:50:53Z,16.14
21884534,288290613,Start,0.28,7.18,10.0,75561.0,2009-05-06T16:11:12Z,2.01
21823051,290879742,Start,0.28,11.93,11.0,1979668.0,2009-05-19T05:13:54Z,3.34
23434902,299367414,Stub,0.1,46.77,16.0,1276024.0,2009-06-29T19:30:31Z,4.68
25598584,334756777,Stub,0.1,33.46,31.0,26201.0,2009-12-29T17:55:37Z,3.35
26136930,342996536,Stub,0.1,4.87,31.0,510132.0,2010-02-09T20:03:56Z,0.49
16622772,349067478,Stub,0.1,1.37,9.0,279219.0,2010-03-10T20:22:32Z,0.14
26201497,356442531,Start,0.28,0.89,28.0,1696200.0,2010-04-16T19:44:30Z,0.25
29015372,388064367,Stub,0.1,7.78,12.0,1294969.0,2010-10-01T08:26:10Z,0.78
29072855,388959925,Start,0.28,28.08,17.0,12150783.0,2010-10-05T20:48:28Z,7.86
29092112,389254971,Stub,0.1,58.47,4.0,5495886.0,2010-10-07T05:21:28Z,5.85
29344878,392803961,Start,0.28,5.44,8.0,7135864.0,2010-10-25T15:41:29Z,1.52
24378418,406492992,Stub,0.1,0.45,22.0,6799074.0,2011-01-07T14:35:32Z,0.05
30885542,414183253,Stub,0.1,0.8,30.0,13993799.0,2011-02-16T02:54:56Z,0.08
507202,453654539,Stub,0.1,4.7,6.0,10996774.0,2011-10-03T06:51:07Z,0.47
15650721,483444082,Start,0.28,8.4,6.0,557349.0,2012-03-22T23:14:53Z,2.35
36708320,507148043,B,0.64,36.79,3.0,1256796.0,2012-08-13T04:13:21Z,23.55
37839957,526984877,Stub,0.1,5.29,16.0,264323.0,2012-12-08T06:40:52Z,0.53
28329193,527107385,Start,0.28,2.7,17.0,4773966.0,2012-12-09T00:52:22Z,0.76
12137735,544855773,Stub,0.1,6.13,33.0,6569922.0,2013-03-17T05:37:17Z,0.61
39108195,550297968,C,0.46,1.87,0.0,11344289.0,2013-04-14T12:10:13Z,0.86
3829892,578201598,C,0.46,3.95,6.0,736651.0,2013-10-22T02:14:38Z,1.82
41637427,603297691,Stub,0.1,5.56,24.0,2956291.0,2014-04-08T12:58:03Z,0.56
36614836,634074732,Stub,0.1,9.88,4.0,2901026.0,2014-11-16T13:26:45Z,0.99
43455484,639128787,Stub,0.1,2.26,7.0,271168.0,2014-12-22T02:51:44Z,0.23
115331,55345862,Start,0.28,1.74,13.0,433328.0,2006-05-27T00:37:32Z,0.49
119605,55598186,Start,0.28,6.15,12.0,433328.0,2006-05-28T17:44:42Z,1.72
130361,62946819,Start,0.28,0.31,14.0,7402.0,2006-07-09T22:22:39Z,0.09
8131970,105023933,Stub,0.1,0.16,8.0,830002.0,2007-02-02T05:13:10Z,0.02
8114173,128093716,Start,0.28,1.99,2.0,4083245.0,2007-05-04T00:08:53Z,0.56
9138654,135087266,Stub,0.1,0.62,9.0,1430004.0,2007-06-01T13:49:44Z,0.06
1346187,144073472,Stub,0.1,18.28,18.0,24902.0,2007-07-11T23:41:35Z,1.83
12296785,145291031,Stub,0.1,0.82,11.0,1758077.0,2007-07-17T20:17:34Z,0.08
11829442,148454681,Start,0.28,0.04,36.0,1633764.0,2007-08-01T08:01:11Z,0.01
2168585,148902929,Stub,0.1,2.02,29.0,2964546.0,2007-08-03T10:08:03Z,0.2
7512342,188203476,Stub,0.1,1.39,28.0,89105.0,2008-01-31T18:57:00Z,0.14
1438242,199383661,Start,0.28,1.28,20.0,1383740.0,2008-03-19T17:24:44Z,0.36
5757849,240670734,Stub,0.1,1.47,32.0,1979668.0,2008-09-24T12:44:56Z,0.15
19822379,258491808,Stub,0.1,9.18,5.0,6993716.0,2008-12-17T02:35:23Z,0.92
24567664,338422272,Start,0.28,0.66,9.0,7523691.0,2010-01-17T20:37:14Z,0.18
27867365,370417498,Stub,0.1,32.27,16.0,3604604.0,2010-06-27T14:12:47Z,3.23
29307670,392268078,Start,0.28,5.51,9.0,7135864.0,2010-10-22T19:12:56Z,1.54
18677629,417368460,Stub,0.1,2.73,8.0,536375.0,2011-03-06T03:36:17Z,0.27
32817681,445955427,Stub,0.1,23.26,13.0,1951353.0,2011-08-21T07:56:31Z,2.33
33408031,455533376,Stub,0.1,14.59,8.0,543047.0,2011-10-14T14:05:11Z,1.46
31499220,469558388,Stub,0.1,10.93,4.0,12443044.0,2012-01-04T18:54:23Z,1.09
34923563,479462348,Stub,0.1,11.19,17.0,4935834.0,2012-02-29T12:45:58Z,1.12
37763216,525299908,Stub,0.1,16.43,3.0,156441.0,2012-11-28T10:10:56Z,1.64
39250997,552715188,Stub,0.1,15.66,3.0,2842084.0,2013-04-29T12:31:55Z,1.57
40008992,564903015,Stub,0.1,2.41,5.0,13773718.0,2013-07-19T10:05:45Z,0.24
41985107,602506015,Stub,0.1,15.75,23.0,1215485.0,2014-04-03T01:25:44Z,1.58
7096591,621421235,Stub,0.1,11.44,19.0,73644.0,2014-08-15T23:38:49Z,1.14
6095902,634808523,Stub,0.1,2.55,5.0,506179.0,2014-11-21T08:43:39Z,0.26
18468102,635467240,Stub,0.1,2.07,29.0,14423536.0,2014-11-26T03:54:11Z,0.21
9407918,644547184,Stub,0.1,10.35,15.0,10426732.0,2015-01-28T12:38:12Z,1.03
122138,55508332,Start,0.28,5.4,12.0,433328.0,2006-05-28T02:21:37Z,1.51
130222,68335389,Start,0.28,0.76,10.0,1726970.0,2006-08-08T04:21:03Z,0.21
4411623,68755653,Stub,0.1,1.84,25.0,1324179.0,2006-08-10T04:22:23Z,0.18
3787486,77758483,Stub,0.1,3.64,9.0,1212157.0,2006-09-25T18:27:00Z,0.36
7099334,80232612,Start,0.28,18.24,59.0,1954780.0,2006-10-08T16:35:35Z,5.11
6872823,81176513,Start,0.28,0.93,5.0,7104.0,2006-10-13T08:50:37Z,0.26
1787758,103126773,Start,0.28,8.67,34.0,9932.0,2007-01-25T12:21:27Z,2.43
7509101,109682575,Start,0.28,1.89,26.0,110634.0,2007-02-20T23:50:14Z,0.53
9481392,119080079,Stub,0.1,1.03,7.0,1219859.0,2007-03-30T17:32:20Z,0.1
3129547,120765499,Stub,0.1,24.02,22.0,81549.0,2007-04-06T16:35:35Z,2.4
10777380,124122946,Stub,0.1,16.11,28.0,1901172.0,2007-04-19T16:49:26Z,1.61
1066910,126526345,Start,0.28,0.36,11.0,94933.0,2007-04-28T01:13:59Z,0.1
7186527,136417794,Stub,0.1,24.97,18.0,1404321.0,2007-06-06T19:11:15Z,2.5
9942099,148191386,Stub,0.1,0.79,6.0,1123105.0,2007-07-31T03:20:00Z,0.08
12787622,151498068,Stub,0.1,6.69,16.0,3835929.0,2007-08-15T23:51:38Z,0.67
5876669,169751445,Stub,0.1,0.06,9.0,4597966.0,2007-11-07T01:57:22Z,0.01
16886735,223051483,Stub,0.1,5.09,32.0,1215485.0,2008-07-02T10:30:52Z,0.51
20694690,257931536,Stub,0.1,15.69,4.0,718018.0,2008-12-14T16:58:50Z,1.57
21520663,276662529,Start,0.28,28.7,11.0,1979668.0,2009-03-12T02:38:36Z,8.04
18480267,279561649,Stub,0.1,13.91,43.0,291310.0,2009-03-25T11:27:04Z,1.39
22426802,284096650,Start,0.28,10.55,9.0,2101300.0,2009-04-15T23:09:12Z,2.95
22972037,293883095,Stub,0.1,17.46,3.0,23407.0,2009-06-02T05:27:50Z,1.75
3620972,302421407,Start,0.28,0.85,13.0,48143.0,2009-07-16T14:35:34Z,0.24
23529757,310901013,Start,0.28,1.11,9.0,3920676.0,2009-08-30T15:40:11Z,0.31
18301952,327259924,Start,0.28,6.05,12.0,1004820.0,2009-11-22T09:02:39Z,1.69
5924186,333418014,Stub,0.1,5.52,6.0,433328.0,2009-12-23T00:57:03Z,0.55
26011633,341022820,B,0.64,15.39,54.0,7056274.0,2010-01-31T03:27:52Z,9.85
18690533,354426656,Stub,0.1,3.72,8.0,11554556.0,2010-04-07T00:07:22Z,0.37
27156392,361582698,Stub,0.1,0.56,7.0,153888.0,2010-05-12T00:28:46Z,0.06
25278568,389679670,Stub,0.1,1.6,6.0,1894081.0,2010-10-09T09:52:26Z,0.16
12587677,392370582,Stub,0.1,2.53,11.0,10996774.0,2010-10-23T08:26:26Z,0.25
30578160,409365138,Start,0.28,4.66,28.0,10042494.0,2011-01-22T14:23:59Z,1.3
24056954,427870493,Start,0.28,0.75,17.0,10254013.0,2011-05-07T07:12:55Z,0.21
32013867,433119999,Stub,0.1,3.8,13.0,3864987.0,2011-06-07T23:52:13Z,0.38
32325052,438070184,Stub,0.1,37.61,18.0,7758676.0,2011-07-06T15:54:37Z,3.76
23294204,443684626,Stub,0.1,18.13,4.0,7377957.0,2011-08-08T14:25:13Z,1.81
33495801,456869378,Stub,0.1,11.13,19.0,6468.0,2011-10-22T19:15:04Z,1.11
34189070,468078864,Stub,0.1,30.19,5.0,10867422.0,2011-12-28T13:17:10Z,3.02
36096261,496875007,Stub,0.1,20.99,12.0,12471094.0,2012-06-10T09:20:42Z,2.1
32763272,499706231,Stub,0.1,6.54,12.0,8681972.0,2012-06-28T04:56:20Z,0.65
37833325,526403438,Stub,0.1,25.45,9.0,23407.0,2012-12-04T21:17:56Z,2.54
39939569,563892992,Stub,0.1,41.8,4.0,10571688.0,2013-07-12T01:04:52Z,4.18
40210782,568054119,Stub,0.1,49.72,16.0,1276024.0,2013-08-11T09:48:26Z,4.97
40809265,577423211,Stub,0.1,15.01,3.0,7972131.0,2013-10-16T12:53:32Z,1.5
41245692,584163085,Stub,0.1,40.54,8.0,1957748.0,2013-12-02T04:24:25Z,4.05
41896052,594761364,Start,0.28,30.52,14.0,14711.0,2014-02-10T01:49:36Z,8.55
41708876,597898784,C,0.46,3.76,8.0,5495886.0,2014-03-03T02:16:34Z,1.73
43588428,621677357,Stub,0.1,21.61,4.0,13821812.0,2014-08-17T20:43:18Z,2.16
44925507,640772303,Stub,0.1,8.3,11.0,7328338.0,2015-01-03T08:30:44Z,0.83
5464369,62065088,Stub,0.1,15.43,11.0,66197.0,2006-07-04T19:17:49Z,1.54
5069216,78346133,Stub,0.1,2.73,27.0,1124563.0,2006-09-28T18:29:13Z,0.27
7537445,106572964,Stub,0.1,1.48,108.0,379407.0,2007-02-08T14:18:35Z,0.15
5107243,118672255,Stub,0.1,16.98,0.0,632987.0,2007-03-29T01:41:17Z,1.7
3101508,127057224,Start,0.28,0.26,32.0,425022.0,2007-04-30T05:27:25Z,0.07
11396573,133211165,Stub,0.1,0.73,7.0,1224466.0,2007-05-24T17:18:51Z,0.07
7032286,143950196,Stub,0.1,1.43,32.0,14109.0,2007-07-11T12:17:58Z,0.14
6922821,164049745,Start,0.28,1.05,45.0,1951353.0,2007-10-12T14:27:04Z,0.29
32808,186988137,Stub,0.1,0.64,32.0,437503.0,2008-01-26T07:53:18Z,0.06
15041719,187904841,Stub,0.1,14.08,5.0,4309588.0,2008-01-30T12:28:46Z,1.41
15662530,190066309,Stub,0.1,28.37,34.0,736168.0,2008-02-08T23:32:38Z,2.84
13169818,200360915,Stub,0.1,1.82,17.0,3035831.0,2008-03-23T19:53:25Z,0.18
13161970,215849536,Stub,0.1,1.23,32.0,3171782.0,2008-05-29T23:44:35Z,0.12
19021044,234071032,Stub,0.1,32.1,17.0,5277842.0,2008-08-25T04:12:15Z,3.21
19829528,248972177,Stub,0.1,11.14,14.0,4005189.0,2008-11-01T10:11:25Z,1.11
6613448,249701229,Stub,0.1,1.42,12.0,7341757.0,2008-11-04T19:20:35Z,0.14
2248004,251897795,Stub,0.1,1.05,3.0,2452011.0,2008-11-15T03:22:25Z,0.11
18114138,252410900,Stub,0.1,1.23,10.0,2137151.0,2008-11-17T18:52:19Z,0.12
21731917,273658466,Start,0.28,14.08,15.0,5277842.0,2009-02-27T14:27:02Z,3.94
21805842,274949835,Stub,0.1,0.34,7.0,8029.0,2009-03-04T16:19:32Z,0.03
22992615,292910883,Start,0.28,4.38,71.0,564742.0,2009-05-28T16:41:38Z,1.23
25539356,333618204,Stub,0.1,12.59,12.0,3604604.0,2009-12-23T19:38:48Z,1.26
25385087,346223395,Stub,0.1,3.02,10.0,191757.0,2010-02-25T03:09:26Z,0.3
26544644,349711087,Stub,0.1,1.82,5.0,1294969.0,2010-03-14T00:37:53Z,0.18
4443246,367550767,Stub,0.1,2.19,23.0,7225622.0,2010-06-12T04:44:54Z,0.22
29468438,394733827,Stub,0.1,11.14,6.0,2327349.0,2010-11-04T05:21:06Z,1.11
27572542,402055658,Stub,0.1,4.38,5.0,317487.0,2010-12-13T00:56:08Z,0.44
30061068,402920272,Stub,0.1,53.11,48.0,457080.0,2010-12-17T21:34:00Z,5.31
23492094,433985492,Stub,0.1,3.47,10.0,10996774.0,2011-06-13T02:37:38Z,0.35
32222741,436398696,Stub,0.1,9.05,21.0,6341807.0,2011-06-26T21:28:09Z,0.91
31228970,442212223,Stub,0.1,4.87,17.0,203434.0,2011-07-30T15:20:13Z,0.49
32041854,445189253,Stub,0.1,14.1,5.0,5878081.0,2011-08-16T18:06:48Z,1.41
36148038,497707725,Stub,0.1,8.33,17.0,1294969.0,2012-06-15T12:51:44Z,0.83
33927081,503904098,Start,0.28,6.02,6.0,9021902.0,2012-07-24T06:49:22Z,1.69
6746658,505838037,B,0.64,2.34,2.0,13010233.0,2012-08-05T02:30:24Z,1.5
36781569,508400110,Stub,0.1,1.0,6.0,4870610.0,2012-08-21T04:23:54Z,0.1
